Module,Score,Price ($),Price Efficiency (Score/$),URL
Kingston 9905713-008.A00G 4GB,14891,,,
Smart Modular SMS4WEC3C0K0446SCG 4GB,14887,,,
Kingston 99U5665-001.A00G 4GB,14879,,,
Kingston 9905711-007.A00G 4GB,14877,,,
ISD Technology Limited IM44GU48A30-GIIHM 4GB,14877,,,
Corsair CMV4GX4M1A2400C16 4GB,14876,,,
Kingston K1CXP8-MIE 16GB,14875,,,
A-DATA Technology AE4S240038G17-BHYA 8GB,14873,,,
Kingston KKN2NM-MIE 4GB,14873,,,
Kingston 9905701-022.A00G 16GB,14872,,,
Crucial Technology BLS8G4S240FSD.16FAR 8GB,14871,,,
Micron Technology 18ASF2G72AZ-2G1B1 16GB,14864,,,
Crucial Technology BLS8G4D240FSC.M16FAD 8GB,14860,,,
Crucial Technology CT16G4DFD8213.M16FB 16GB,14858,,,
V-Color Technology Inc. TN416G24D817-VHA/R 16GB,14851,,,
Crucial Technology CT16G4SFD8266.C16FJ 16GB,14848,,,
G Skill Intl F4-2133C15-8GNS 8GB,14845,,,
Crucial Technology CT16G4SFD824A.C16 16GB,14845,,,
SK Hynix HMA851S6CJR6N-UH 4GB,14845,,,
SK Hynix HMA451U6AFR8N-TF 4GB,14845,,,
Kingston KHX2133C13S4/4G 4GB,14844,,,
Kingston 9905625-098.A00G 16GB,14843,,,
Kingston KHX2133C13D4/8GX 8GB,14843,,,
Crucial Technology BLS16G4S240FSD.16FD 16GB,14842,,,
Micron Technology M471A1K43CB1-CTD 8GB,14839,,,
G Skill Intl F4-2400C15-16GFXR 16GB,14837,,,
Crucial Technology CT8G4SFS824A.C8FAD1 8GB,14835,,,
Crucial Technology CT16G4SFD8266.C16FE 16GB,14834,,,
Transcend Information TS512MLH64V1H 4GB,14831,,,
Micron Technology 16ATF2G64AZ-2G3H1 16GB,14829,,,
G Skill Intl F4-2133C15-4GRR 4GB,14829,,,
Mushkin MRA4S300GJJM16G 16GB,14827,,,
Kingston HP26D4S9S8MH-8 8GB,14827,,,
Kingston 9905744-024.A00G 16GB,14825,,,
Crucial Technology BL16G26C16S4B.16FE 16GB,14825,,,
Avant Technology W641GU67J7240N8 8GB,14825,,,
Kingston 9905665-017.A00G 4GB,14825,,,
Crucial Technology CT4G4DFS8213.M8FA 4GB,14820,,,
Wilk Elektronik S.A. GR2133S464L15/8G 8GB,14819,,,
Corsair CMK16GX4M4A2666C15 4GB,14816,,,
"PNY Technologies, Inc. M4U32S682LJJJ43-12 32GB",14813,,,
Crucial Technology CT4G4SFS824A.C8FBD2 4GB,14809,,,
G Skill Intl F4-2400C15-8GRK 8GB,14806,,,
Corsair CMK16GX4M4A2133C13 4GB,14803,,,
Micron Technology 8ATF1G64HZ-2G3B2 8GB,14802,,,
Corsair CMK128GX4M8A2133C13 16GB,14801,,,
Corsair CMD16GX4M4A2666C15 4GB,14798,,,
Team Group Inc. TEAMGROUP-UD4-2133 8GB,14797,,,
Panram International Corporation W4N2400PS-8G 8GB,14795,,,
Hynix Semiconductor (Hyundai Electronics) HMA82GU6MFR8N-TF 16GB,14792,,,
Micron Technology 16ATF2G64HZ-2G3E1 16GB,14792,,,
Wilk Elektronik S.A. GR2666D464L19/16GN 16GB,14790,,,
Maxsun MSD48G30M3 8GB,14789,,,
Kingston 99U5712-009.A00G 16GB,14789,,,
Samsung M471A1G43EB1-CRC 8GB,14787,,,
Apacer Technology 78.CAGPP.ARW0B 8GB,14785,,,
Ramaxel Technology RMUA5090KB78HAF2133 8GB,14781,,,
Mushkin MRX4U320NNNF8G 8GB,14780,,,
G Skill Intl F4-2400C16-8GIS 8GB,14779,,,
Corsair CMK64GX4M4A2400C14 16GB,14775,,,
Kingston 9905678-006.A00G 4GB,14774,,,
Kingston 9905711-015.A00G 4GB,14774,,,
Crucial Technology CT16G4SFD824A.C16FP 16GB,14773,,,
Ramaxel Technology RMSA3310NA86H9F-2666 4GB,14773,,,
Kingston 9905622-024.A00G 4GB,14773,,,
SK Hynix HMA851S6CJR6N-VK 4GB,14770,,,
Silicon Power Computer & Communications SP004GBLFU240C02 4GB,14769,,,
Kingston KV0M5R-MIR 8GB,14767,,,
Kingston 9905700-025.A00G 8GB,14766,,,
Kingston MSI24D4S7S8MB-8 8GB,14763,,,
Micron Technology 4ATF51264HZ-2G3E1 4GB,14759,,,
Samsung 16G3000CL16 16GB,14754,,,
G Skill Intl F4-2800C18-8GRS 8GB,14754,,,
Micron Technology 4ATF51264AZ-2G3E1 4GB,14753,,,
Crucial Technology CT8G4SFD824A.C16FDD2 8GB,14752,,,
Corsair CMK128GX4M8X3200C16 16GB,14750,,,
"PNY Technologies, Inc. M4S16S681LJJJ43-12 16GB",14745,,,
Colorful Technology Ltd CDPC16G2666D4N4 16GB,14743,,,
Samsung V-GeN D4S4GL26A16TS6 4GB,14741,,,
Kingston 99U5624-003.A00G 8GB,14740,,,
Samsung M393A1K43DB2-CWE 8GB,14736,,,
Corsair CMD16GX4M4B2133C10 4GB,14736,,,
Wilk Elektronik S.A. GY2133D464L15S/8G 8GB,14733,,,
Corsair CMK256GX4M8A2666C16 32GB,14732,,,
Corsair CMW32GX4M4K4266C19 8GB,14730,,,
Micron Technology 16ATF2G64AZ-2G3A1 16GB,14729,,,
Samsung M378A5143DB0-CPB 4GB,14728,,,
Kingston 9905624-019.A00G 8GB,14727,,,
G Skill Intl F4-2400C15-4GNT 4GB,14724,,,
Corsair CMK16GX4M4C3000C16 4GB,14723,,,
V-Color Technology Inc. TL8G32816D-E6PRSWK 8GB,14722,,,
Kingston 9905743-023.A00G 8GB,14721,,,
Crucial Technology CT16G4DFD824A.C16FHD 16GB,14718,,,
Corsair CMD16GX4M4B3600C18 4GB,14718,,,
SK Hynix HMA851S6DJR6N-VK 4GB,14712,,,
V-GEN D4H8GS24A8 8GB,14711,,,
Kingston 9905711-062.A00G 8GB,14708,,,
Corsair CM4X8GF2666Z16K2 8GB,14706,,,
Corsair CMSO16GX4M1A2133C15 16GB,14706,,,
V-GEN D4R8GL24A8R 8GB,14702,,,
G Skill Intl F4-3200C14-16GAK 16GB,14701,,,
Kingston KF432S20IB/8 8GB,14698,,,
Samsung M378A1G43EB1-CRC 8GB,14693,,,
ASint Technology ASAD404GB-WIN 4GB,14693,,,
Kingston 9905630-051.A00G 16GB,14691,,,
Avexir Technologies Corporation DDR4-2666 CL15 8GB 8GB,14686,,,
Crucial Technology CT4G4SFS824A.C8FE 4GB,14685,,,
Micron Technology 8ATF1G64AZ-2G3A1 8GB,14681,,,
Acer BL.9BWWA.210 16GB,14679,,,
Crucial Technology CT16G4SFD824A.C16FBR 16GB,14677,,,
SK Hynix HMA41GU7AFR8N-TF 8GB,14674,,,
Corsair CMK16GX4M4A2666C16 4GB,14674,,,
Kingston 9905711-017.A00G 4GB,14669,,,
Wilk Elektronik S.A. IRXS2666D464L16/16G 16GB,14667,,,
Patriot Memory (PDP Systems) 2133 C14 Series 8GB,14666,,,
Transcend Information TS2GLH64V1B 16GB,14666,,,
G Skill Intl F4-2400C15-8GRR2 8GB,14658,,,
Samsung M471A1K43CB1-CRC 8GB,14653,,,
JUHOR JHD2666U1908JG 8GB,14651,,,
SK Hynix HMA82GS7AFR8N-UH 16GB,14649,,,
A-DATA Technology AO1P32NC8T1-BZ4SHD 8GB,14647,,,
G Skill Intl F4-2666C15-16GVK 16GB,14646,,,
Micron Technology 16ATF2G64AZ-2G1A1 16GB,14646,,,
Mushkin MR[A/B]4U280HHHH8G 8GB,14643,,,
Crucial Technology CT16G4SFD8266.M16FB 16GB,14642,,,
Crucial Technology BLS8G4D240FSEK.8FBR 8GB,14641,,,
Kingston HP26D4S9S1ME-4 4GB,14640,,,
A-DATA Technology AO1P24HC8T1-BQXS 8GB,14635,,,
Crucial Technology CT16G4SFD824A.C16FHD 16GB,14635,,,
Crucial Technology CT4G4SFS824A.M8FE 4GB,14633,,,
Teikon TMA451S6AFR8N-TFSC 4GB,14624,,,
Asgard VMA44UH-MIC1U22T2 16GB,14624,,,
Crucial Technology CT8G4SFS8213.M8FA 8GB,14617,,,
Corsair CMK16GX4M2E4333C19 8GB,14617,,,
Micron Technology 8ATF1G64HZ-2G6B1 8GB,14617,,,
Kingston 99U5625-015.A00G 16GB,14615,,,
"PNY Technologies, Inc. 8GBF2X04HEEE35-12-K 8GB",14613,,,
Micron Technology 8ATF1G64AZ-2G3H1R 8GB,14610,,,
Kingston 9905630-030.A00G 16GB,14605,,,
Crucial Technology CT16G4SFD8213.M16FB 16GB,14601,,,
Crucial Technology CT4G4SFS8266.C8FG 4GB,14601,,,
Kingston 9905700-024.A00G 8GB,14601,,,
Samsung M471A5244CB0-CRC 4GB,14596,,,
Crucial Technology CT4G4DFS8213.C8FAR11 4GB,14586,,,
Golden Empire CL16-18-18 D4-3400 4GB,14586,,,
Corsair CMSX32GX4M2A2400C16 16GB,14586,,,
Hynix Semiconductor (Hyundai Electronics) HMA451U6AFR8N-TF 4GB,14584,,,
Kingston K821PJ-MIH 16GB,14582,,,
Corsair CMK128GX4M8A2400C14 16GB,14581,,,
Kingston 9905624-044.A00G 8GB,14580,,,
Corsair CMD128GX4M8B3000C16 16GB,14579,,,
Micron Technology 18ASF1G72AZ-2G3B1 8GB,14579,,,
A-DATA Technology AO1P24HC8T1-BSFS 8GB,14579,,,
G Skill Intl F4-2400C15-4GRR 4GB,14579,,,
Crucial Technology CT8G4DFD8213.C16FAR1 8GB,14577,,,
Smart Modular SF464128CKHIWDFSEG 4GB,14576,,,
Kingston KHX2133C13S4/16G 16GB,14575,,,
Team Group Inc. TEAMGROUP-SD4-2400 16GB,14574,,,
Hynix Semiconductor (Hyundai Electronics) GKE800SO102408-2400 8GB,14574,,,
Kingston KMKYF9-MIB 8GB,14573,,,
Crucial Technology CT16G4SFD8213.C16FH1 16GB,14572,,,
Corsair CMD128GX4M8B2800C14 16GB,14570,,,
SK Hynix HMA81GS6CJR8N-UH 8GB,14568,,,
A-DATA Technology AO1P21FC8T1-BSKS 8GB,14559,,,
Kingston 99U5663-003.A00G 16GB,14559,,,
Silicon Power Computer & Communications SP016GXLZU320FSA 16GB,14558,,,
Kingston KMKYF9-MID 8GB,14556,,,
Kingston 9905744-011.A00G 32GB,14554,,,
Crucial Technology CT4G4SFS8213.C8FDD2 4GB,14554,,,
Kingston 9905622-055.A00G 4GB,14553,,,
Micron Technology 8ATF1G64AZ-2G1B1 8GB,14546,,,
Essencore Limited IM48GU88N24-FFFHMB 8GB,14541,,,
Corsair CMSO16GX4M2A2133C15 8GB,14537,,,
Crucial Technology CT8G4SFS824A.M8FE 8GB,14535,,,
Kingston 9905625-074.A00G 16GB,14532,,,
Wilk Elektronik S.A. GR2133D464L15/8G 8GB,14531,,,
UMAX Technology D4-2400-8GB-1024X8-L 8GB,14526,,,
Micron Technology 8ATF1G64HZ-2G6H1 8GB,14518,,,
Micron Technology Atermiter 16GB,14518,,,
Corsair CMSX64GX4M4A2400C16 16GB,14518,,,
Essencore Limited ED48GS88D-32N220E 8GB,14517,,,
Micron Technology 4ATF51264HZ-2G6E1 4GB,14517,,,
InnoDisk Corporation M4C0-AGS1TCSJ 16GB,14516,,,
Samsung M471A5143EB0-CPB 4GB,14516,,,
Micron Technology 4ATF51264HZ-2G3B1 4GB,14514,,,
G Skill Intl F4-2133C15-4GRK 4GB,14514,,,
Crucial Technology CT16G4SFD824A.M16FH 16GB,14512,,,
SemsoTai (SZ) Technology Co Ltd SemsoTai 8GB,14511,,,
Corsair CMWX8GF2666C16W4 8GB,14510,,,
SK Hynix GKE800SO102408-2400 8GB,14508,,,
Transcend Information JM2666HSB-8G 8GB,14508,,,
Kingston HP26D4U9S8HJ-8 8GB,14504,,,
SK Hynix HMA451U7AFR8N-TF 4GB,14504,,,
Crucial Technology CT8G4SFRA266.C8FE 8GB,14503,,,
Corsair CMSO8GX4M1A2133C15 8GB,14502,,,
Crucial Technology CT16G4SFD824A.C16FDD 16GB,14502,,,
Micron Technology 8ATF51264HZ-2G1B1 4GB,14499,,,
G Skill Intl F4-2133C15-4GNT 4GB,14493,,,
Kingston 99U5704-001.A00G 4GB,14485,,,
Kingston 9905599-025.A00G 8GB,14484,,,
Corsair CMK64GX4M8A2133C13 8GB,14480,,,
Crucial Technology CT8G4DFS8213.M8FH 8GB,14476,,,
Hynix Semiconductor (Hyundai Electronics) HMA82GS6CJR8N-VK 16GB,14476,,,
Kingston 9905734-004.A00G 32GB,14474,,,
Micron Technology M471A1K43BB1-CRC 8GB,14472,,,
Crucial Technology BLS8G4S26BFSD.16FBR2 8GB,14472,,,
Crucial Technology CT8G4SFRA266.M8FJ 8GB,14469,,,
Crucial Technology CT8G4SFS824A.M8FD 8GB,14467,,,
A-DATA Technology AO1E34RCTV2-BF2S 32GB,14466,,,
SK Hynix HMA82GS6AFR8N-UH 16GB,14464,,,
Micron Technology 8ATF1G64HZ-2G3B1 8GB,14462,,,
Apacer Technology 78.C2GFL.C720B 8GB,14458,,,
KingSpec KS3200D4N12016G 16GB,14457,,,
SK Hynix HMAA4GS6MJR8N-VK 32GB,14451,,,
Corsair CMW64GX4M8C3200C16 8GB,14449,,,
Crucial Technology CT8G4SFS8213.C8FAD1 8GB,14448,,,
Ramaxel Technology RMSA3260NA78HAF-2400 8GB,14443,,,
AMD R748G2400U2S 8GB,14439,,,
Avant Technology J644GU44J1293NF 32GB,14432,,,
A-DATA Technology AO1P24HC8T1-BPGS 8GB,14431,,,
Samsung M471A2K43CB1-CRC 16GB,14430,,,
A-DATA Technology AD4U240038G17-BHYA 8GB,14429,,,
Kingston XJ69DF-HYA 8GB,14427,,,
SK Hynix HMA851S6JJR6N-VK 4GB,14425,,,
Crucial Technology CT4G4DFS8213.C8FAR 4GB,14423,,,
Ramaxel Technology RMSA3270MB86H9F2400 4GB,14419,,,
Samsung M471A2K43BB1-CPB 16GB,14413,,,
Crucial Technology CT8G4SFRA266.M4FE 8GB,14410,,,
G Skill Intl F4-2133C15-4GFX 4GB,14405,,,
Corsair CMWX8GD3000C15W4 8GB,14392,,,
Crucial Technology BL8G24C15U4W.M8FE1 8GB,14392,,,
Wilk Elektronik S.A. GR2133S464L15/16G 16GB,14391,,,
Crucial Technology CT16G4SFD824A.C16FBD 16GB,14388,,,
Corsair CMK64GX4M4B3000C15 16GB,14386,,,
Crucial Technology CT4G4DFS8213.C8FAD11 4GB,14383,,,
Samsung D471A1K43CB1-CTD 8GB,14380,,,
Samsung M471A5143SB1-CRC 4GB,14377,,,
Golden Empire CL15-15-15 D4-2666 4GB,14376,,,
Crucial Technology CT4G4DFS824A.C8FHP 4GB,14374,,,
Avexir Technologies Corporation DDR4-2133 CL15 8GB 8GB,14373,,,
Kingston 99U5713-001.A00G 4GB,14360,,,
G Skill Intl F4-2400C15-8GRB 8GB,14358,,,
Samsung M471A5143DB0-CPB 4GB,14353,,,
Panram International Corporation D4N2400PS-8G 8GB,14352,,,
Crucial Technology CT8G4SFS824A.C8FHD1 8GB,14351,,,
Crucial Technology BLS4G4D240FSB.8FADG 4GB,14348,,,
SK Hynix HMA451S6AFR8N-TF 4GB,14345,,,
Ramaxel Technology RMSA3260MH78HAF-2666 8GB,14339,,,
SK Hynix HMA81GS6AFR8N-UH 8GB,14337,,,
Heoriady M471A4G43MB1-CTD 32GB,14337,,,
Kingston 9905702-020.A00G 8GB,14336,,,
Kingston ACR24D4S7S8MB-8 8GB,14332,,,
Corsair CMK128GX4M8B3200C16 16GB,14331,,,
Kingston ACR26D4S9S1ME-4 4GB,14328,,,
Samsung M474A2K43BB1-CPB 16GB,14324,,,
Hynix Semiconductor (Hyundai Electronics) GKE800SO51208-2133AH 8GB,14318,,,
Hyundai Inc GP-GR26C16S8K1HU408 8GB,14318,,,
Kingston 9905622-075.A00G 8GB,14318,,,
Netac Technology Co Ltd NS08GS4E8 8GB,14317,,,
Kingston XF875V-HYA 8GB,14311,,,
Corsair CM4B4G1J2400A14K 4GB,14307,,,
SK Hynix YISENMAR 16GB2666MHz 16GB,14305,,,
Crucial Technology CT16G4SFD8266 16GB,14305,,,
Corsair CMK256GX4M8D3600C18 32GB,14303,,,
Kingston 9905700-048.A00G 16GB,14301,,,
Maxsun MSD48G26Q3 8GB,14298,,,
Mushkin 99[2/7/4]189F 4GB,14296,,,
Samsung M471A1K43BB0-CPB 8GB,14290,,,
Crucial Technology CT8G4DFS6266.M4FB 8GB,14288,,,
Micron Technology 16ATF2G64HZ-2G1B1 16GB,14288,,,
Kingmax Semiconductor GSLG42F-18---------- 8GB,14284,,,
Corsair CM4X4GF2400Z16K4 4GB,14284,,,
G Skill Intl F4-2800C15-8GRK 8GB,14282,,,
Kingston 9905702-119.A00G 8GB,14278,,,
Crucial Technology CT8G4SFD8213.C16FBD1 8GB,14277,,,
Corsair CMD16GX4M4C3200C15 4GB,14275,,,
Kingston RB32D4S2S8ME-16 16GB,14271,,,
Samsung M471A1G43DB0-CPB 8GB,14267,,,
Shenzhen Xingmem Technology Corp 16GB,14266,,,
Crucial Technology BLS8G4D240FSB.16FADG 8GB,14262,,,
Kingston KF426S15IB1/16-SP 16GB,14260,,,
Ramaxel Technology RMUA5110MB78HAF-2400 8GB,14259,,,
Crucial Technology BLS16G4S240FSD.16FBR 16GB,14258,,,
G Skill Intl F4-2133C15-16GRS 16GB,14243,,,
Kingston 9905700-012.A00G 8GB,14243,,,
Essencore Limited IM48GU48N21-FFFHM 8GB,14242,,,
Apacer Technology D22.22263S.001 16GB,14241,,,
Kingston 9905665-023.A00G 4GB,14240,,,
Kingston 9905701-131.A00G 16GB,14234,,,
AMD R748G2400S2S 8GB,14229,,,
Crucial Technology BL8G26C16U4W.8FE 8GB,14226,,,
Shenzhen Veineda Technology Co Ltd 8ATF1G64AZ-2G6E1 8GB,14222,,,
Micron Technology 72ASS8G72LZ-2G3A1 64GB,14220,,,
Crucial Technology CB8GS2666.C8RT 8GB,14211,,,
Hynix Semiconductor (Hyundai Electronics) GKE800SO51208-2400AH 8GB,14211,,,
Corsair CMK64GX4M8A2400C14 8GB,14209,,,
Apacer Technology 76.D305G.D390B 16GB,14209,,,
Transcend Information TS1GSH64V1H 8GB,14208,,,
Corsair CMK192GX4M12P3200C16 16GB,14208,,,
Kingston 9905630-007.A00G 8GB,14207,,,
Corsair CMK256GX4M8E3200C16 32GB,14207,,,
Kingston 9905598-019.A00G 16GB,14197,,,
Kingston 9905624-007.A00G 8GB,14197,,,
G Skill Intl F4-2800C15-8GRBB 8GB,14185,,,
Crucial Technology CT8G4SFS824A.C8FBR1 8GB,14185,,,
Teikon TMA81GS6AFR8N-UHSC 8GB,14185,,,
G Skill Intl F4-2133C15-16GFX 16GB,14175,,,
Kingston 9905663-021.A00G 16GB,14173,,,
Kingston 99U5700-010.A00G 8GB,14170,,,
Transcend Information TS512MSH64V4H 4GB,14165,,,
Kingston HP24D4U7S8MD-8 8GB,14165,,,
SK Hynix HMA425S6BJR6N-UH 2GB,14164,,,
Corsair CM4X16GE2666C16K2 16GB,14157,,,
Kingston HX424S14IB/16 16GB,14157,,,
Avant Technology J642GU42J9266N2 16GB,14156,,,
A-DATA Technology AM1P26KC8T1-BBSS 8GB,14156,,,
Essencore Limited KD48GU88C-26N190A 8GB,14155,,,
A-DATA Technology AO1P26KC8T1-BXPS 8GB,14146,,,
Crucial Technology BLS16G4D240FSE.16FBR 16GB,14145,,,
Kingston 9965589-001.E00G 16GB,14143,,,
Corsair CM4B8G7L2666A16K2-O 8GB,14142,,,
Crucial Technology CT8G4DFD8213.C16FAD1 8GB,14138,,,
Avexir Technologies Corporation DDR4-3000 CL15 4GB 4GB,14138,,,
Corsair CMK64GX4M8B2800C14 8GB,14132,,,
G Skill Intl F4-2133C15-4GRB 4GB,14129,,,
Timetec International Inc TIMETEC-U16G-2666 16GB,14120,,,
Kingston CBD24D4S7D8MB-16 16GB,14116,,,
Corsair CMK32GX4M4K4133C19 8GB,14112,,,
Micron Technology 8ATF1G64HZ-2G3H1 8GB,14111,,,
G Skill Intl F4-2133C15-8GVK 8GB,14095,,,
Smart Modular SF4641G8CK8IWGKSEG 8GB,14085,,,
Patriot Memory (PDP Systems) 2400 C17 8GB,14079,,,
Micron Technology 16ATF1G64HZ-2G1A2 8GB,14079,,,
Corsair CMW64GX4M8C3466C16 8GB,14076,,,
Micron Technology 16ATF2G64HZ-2G3B1 16GB,14072,,,
G Skill Intl F4-2133C15-8GRS 8GB,14070,,,
Wilk Elektronik S.A. GR2133D464L15S/8G 8GB,14069,,,
G Skill Intl F4-2666C18-8GFT 8GB,14063,,,
Kingston KC5N22-MIE 16GB,14059,,,
Kllisre D4 8G 8GB,14049,,,
SK Hynix HMA81GS6AFR8N-VK 8GB,14047,,,
A-DATA Technology DDR4 2133 2OZ 8GB,14046,,,
Kingston 9905668-002.A00G 8GB,14045,,,
Avant Technology J642GU42J5213N2 16GB,14034,,,
Kingston 9905678-139.A00G 8GB,14025,,,
Corsair CM4X4GF2666Z16K4 4GB,14016,,,
G Skill Intl F4-3466C16-8GTZSW 8GB,14015,,,
Micron Technology 8ATF1G64HZ-2G3E1 8GB,14011,,,
Kingston 9905711-032.A00G 8GB,14011,,,
Ramaxel Technology RMSA3260MB78HAF2400 8GB,14010,,,
Crucial Technology CT16G4DFD832A.16FE1 16GB,14003,,,
Kingston 9905702-408.A00G 8GB,14001,,,
Kingston KY7N41-HYJ 8GB,14000,,,
Shenzhen Meixin Electronics Ltd 8GB,13993,,,
Kingston ACR26D4S9S8MH-8 8GB,13993,,,
Corsair CMD128GX4M8A2666C15 16GB,13992,,,
G Skill Intl F4-2400C14-16GRK 16GB,13990,,,
Mushkin 99[2/7/4]191[F/T] 4GB,13987,,,
SK Hynix HMA81GS6MFR8N-UH 8GB,13985,,,
Patriot Memory (PDP Systems) PSD48G213381 8GB,13983,,,
Corsair CMK64GX4M8X4000C19 8GB,13982,,,
SK Hynix HMA82GU7AFR8N-UH 16GB,13978,,,
Essencore Limited KD4AGSA80-32N220A 16GB,13977,,,
Avexir Technologies Corporation DDR4-2400 8GB CL16 8GB,13976,,,
Micron Technology 16ATF2G64HZ-2G3H1 16GB,13972,,,
G Skill Intl F4-2400C15-4GRB 4GB,13971,,,
A-DATA Technology AO1P24HC8T1-BWAS 8GB,13969,,,
Kingston 9905663-008.A00G 16GB,13967,,,
Essencore Limited KD48GS88J-26N1900 8GB,13966,,,
Ramaxel Technology RMUA5110KE68H9F-2400 4GB,13961,,,
Super Talent F21UB8GS 8GB,13960,,,
Mushkin MR[ABC]4U266GHHF16G 16GB,13958,,,
SK Hynix GKE800SO51208-2133AH 8GB,13958,,,
Kingston K821PJ-MIB 16GB,13958,,,
Avant Technology J642GU42J5213NF 16GB,13958,,,
Kingston 9905678-007.A00G 8GB,13953,,,
G Skill Intl F4-3300C16-4GRKD 4GB,13952,,,
G Skill Intl F4-2800C15-16GRKD 16GB,13952,,,
Micron Technology 8ATF51264HZ-2G1A2 4GB,13951,,,
Crucial Technology BLS8G4D240FSB.16FAR 8GB,13951,,,
SK Hynix HMA41GS6AFR8N-TF 8GB,13947,,,
Micron Technology TEAMGROUP-UD4-2133 16GB,13932,,,
Asgard VMA42UI-MIC1U22T2 32GB,13929,,,
Crucial Technology BLS8G4D240FSA.16FAD 8GB,13929,,,
Samsung M471A5244CB0-CTD 4GB,13927,,,
Crucial Technology CT8G4SFS824A.C8FR 8GB,13924,,,
Micron Technology 16ATF2G64HZ-2G6H1 16GB,13920,,,
Apacer Technology 76.B305G.D500B 4GB,13910,,,
Corsair CMT128GX4M8X3600C18 16GB,13902,,,
Kingston CBD26D4S9S8K2A-8 8GB,13900,,,
G Skill Intl F4-2666C19-8GSXW 8GB,13893,,,
G Skill Intl F4-2400C17-8GVR 8GB,13889,,,
Mushkin 99[2/7/4]191F 4GB,13888,,,
Corsair CMK32GX4M4D3200C16 8GB,13886,,,
Crucial Technology BLS4G4D240FSA.M8FADM 4GB,13877,,,
Silicon Power Computer & Communications SP008GBLFU213N02 8GB,13875,,,
Kingston 9905712-009.A00G 16GB,13872,,,
Hewlett-Packard 7EH98AA#ABB 8GB,13864,,,
Crucial Technology CT4G4DFS8266.M8FG 4GB,13862,,,
Kingston 9905664-010.A00G 4GB,13860,,,
Kingston 9905663-007.A00G 16GB,13856,,,
G Skill Intl F4-3400C16-8GTZKW 8GB,13856,,,
G Skill Intl F4-3300C16-4GRRD 4GB,13853,,,
SK Hynix HMA851S6AFR6N-UH 4GB,13848,,,
A-DATA Technology AO1P21FC8T1-BSFS 8GB,13846,,,
Samsung M393A2K40DB3-CWE 16GB,13843,,,
Gloway International Co. Ltd. TYA4U2400D17161C 16GB,13840,,,
Kingston 9905663-006.A00G 16GB,13840,,,
Apacer Technology 78.BAGM6.40C0B 4GB,13838,,,
Corsair CMK64GX4M8B3200C16 8GB,13836,,,
Corsair CM4X4GF2133C13K4 4GB,13833,,,
Samsung M471A5244BB0-CRC 4GB,13829,,,
Hynix Semiconductor (Hyundai Electronics) HMA451S6AFR8N-TF 4GB,13824,,,
Kingston 9905624-013.A00G 8GB,13815,,,
Kingston 9905663-030.A00G 16GB,13814,,,
Avant Technology J642GU42J5213N1 16GB,13807,,,
Micron Technology 16ATF2G64HZ-2G3A1 16GB,13805,,,
Kingston HX432S20IB/16 16GB,13804,,,
Micron Technology 16ATF2G64HZ-2G1A1 16GB,13800,,,
Crucial Technology BLS8G4D240FSA.16FAR 8GB,13793,,,
Hynix Semiconductor (Hyundai Electronics) HMA41GS6AFR8N-TF 8GB,13793,,,
Micron Technology 8ATF51264AZ-2G1AY 4GB,13788,,,
Crucial Technology CT4G4DFS8213.C8FBD1 4GB,13785,,,
Wilk Elektronik S.A. IR2133D464L15S/8G 8GB,13784,,,
Mushkin MES4S213FF16G28 16GB,13781,,,
SK Hynix HMA82GS6MFR8N-TF 16GB,13774,,,
Corsair CMT64GX4M8X3600C18 8GB,13764,,,
Hynix Semiconductor (Hyundai Electronics) HMA81GS6AFR8N-UH 8GB,13764,,,
Micron Technology 16ATF1G64HZ-2G1B1 8GB,13764,,,
Kingston 9905713-004.A00G 4GB,13763,,,
Crucial Technology CT16G4SFRA266.C16FR 16GB,13761,,,
Hynix Semiconductor (Hyundai Electronics) HMA41GU6MFR8N-TF 8GB,13760,,,
Crucial Technology CT16G4SFD8213.C16FBR 16GB,13759,,,
Patriot Memory (PDP Systems) PSD416G24002S 16GB,13752,,,
Kingston HX424C15FB2/8 8GB,13752,,,
Kingston KHX426C13/8G 8GB,13750,,,
Kingston MSI21D4S15HAG/8G 8GB,13750,,,
Micron Technology 18ASF2G72AZ-2G1A1 16GB,13747,,,
G Skill Intl F4-3300C16-16GTZSW 16GB,13741,,,
Mushkin 99[2/7/4]200F 8GB,13739,,,
Kingston 9905700-119.A00G 8GB,13738,,,
Hynix Semiconductor (Hyundai Electronics) HMA82GS6AFR8N-UH 16GB,13737,,,
Asgard VMA47UG-MEC1U2AW3 8GB,13736,,,
G Skill Intl F4-2400C15-4GRK 4GB,13735,,,
Avant Technology J642GU42J5213N4 16GB,13734,,,
Teikon TMA81GS6CJR8N-VKSC 8GB,13730,,,
Cuso YX4U2666D19081C 8GB,13720,,,
Corsair CMD64GX4M4B3333C16 16GB,13715,,,
Panram International Corporation PUD42400C154GNJW 4GB,13709,,,
Crucial Technology CT8G4SFS824A.M8FA 8GB,13704,,,
Kingston 9965669-018.A00G 16GB,13703,,,
Corsair CMD64GX4M8B2800C14 8GB,13702,,,
Crucial Technology BLS8G4D240FSA.16FADG 8GB,13691,,,
Crucial Technology CT16G4DFD8213.C16FDD 16GB,13685,,,
Asgard VAM4UX32C188G-DVALWN 8GB,13675,,,
Kingston 9905633-017.A00G 8GB,13668,,,
